msg.timestamp,msg.id,msg.type,sensor.cmd,sensor.task,sensor.rank,sensor.pid,sensor.tid,sensor.value
1613125523.6357284,b6e51e38-9b61-46db-8310-ca1cceeb1704,pubProgress,9cf64759-6d1c-11eb-8001-3cfdfe547920,STREAM,0,34092,0,1
1613125523.6589596,16e582b6-4d5e-4826-ab19-e15bcd775dfa,pubProgress,9cf64759-6d1c-11eb-8001-3cfdfe547920,STREAM,0,34092,0,1
1613125523.6820395,4ebb4eb8-7e29-44de-8510-aec45ebc40dc,pubProgress,9cf64759-6d1c-11eb-8001-3cfdfe547920,STREAM,0,34092,0,1
1613125523.7051275,a1710964-ec76-4964-b52d-734a4140dfec,pubProgress,9cf64759-6d1c-11eb-8001-3cfdfe547920,STREAM,0,34092,0,1
1613125523.728284,c55fba2d-a8cd-4077-b8fe-55ef6a4279f7,pubProgress,9cf64759-6d1c-11eb-8001-3cfdfe547920,STREAM,0,34092,0,1
1613125523.7514474,af92c983-35b0-4c99-b924-1a40238bd001,pubProgress,9cf64759-6d1c-11eb-8001-3cfdfe547920,STREAM,0,34092,0,1
1613125523.7745187,c58ff6e5-1a68-474e-92b3-c57cce5601d6,pubProgress,9cf64759-6d1c-11eb-8001-3cfdfe547920,STREAM,0,34092,0,1
1613125523.7975762,0c701c61-397b-4926-8071-f653d1a3d88b,pubProgress,9cf64759-6d1c-11eb-8001-3cfdfe547920,STREAM,0,34092,0,1
1613125523.8206816,86927714-aa89-42ba-ac60-f9eb89d73f51,pubProgress,9cf64759-6d1c-11eb-8001-3cfdfe547920,STREAM,0,34092,0,1
1613125523.8438628,5deca5af-182c-4e76-a7fe-4406a3201702,pubProgress,9cf64759-6d1c-11eb-8001-3cfdfe547920,STREAM,0,34092,0,1
1613125523.8670685,2f8f8159-c0f1-46c9-8177-4c0d702bee46,pubProgress,9cf64759-6d1c-11eb-8001-3cfdfe547920,STREAM,0,34092,0,1
1613125523.8902836,4f28b822-f682-4699-bb3b-3cefb4caaa7e,pubProgress,9cf64759-6d1c-11eb-8001-3cfdfe547920,STREAM,0,34092,0,1
1613125523.9134023,f06d06e3-2640-4f2f-8a2a-65f0c27485ca,pubProgress,9cf64759-6d1c-11eb-8001-3cfdfe547920,STREAM,0,34092,0,1
1613125523.9364812,3431ff36-0bc1-4572-927f-2aeeeb9c9d0d,pubProgress,9cf64759-6d1c-11eb-8001-3cfdfe547920,STREAM,0,34092,0,1
1613125523.9595833,eaa803e4-2c63-4b08-aae8-13d230895184,pubProgress,9cf64759-6d1c-11eb-8001-3cfdfe547920,STREAM,0,34092,0,1
1613125523.9827847,00baecab-ffe5-45dc-8bfc-bc0cd2632241,pubProgress,9cf64759-6d1c-11eb-8001-3cfdfe547920,STREAM,0,34092,0,1
1613125524.0059628,5cb3f621-0d13-4b92-8bc5-f9121687f5fe,pubProgress,9cf64759-6d1c-11eb-8001-3cfdfe547920,STREAM,0,34092,0,1
1613125524.0294144,ce25aa3f-8e55-40cc-8706-e512ea56c61b,pubProgress,9cf64759-6d1c-11eb-8001-3cfdfe547920,STREAM,0,34092,0,1
1613125524.0561767,d64ba81d-6a11-464b-aa4e-e6aa8191973d,pubProgress,9cf64759-6d1c-11eb-8001-3cfdfe547920,STREAM,0,34092,0,1
1613125524.081198,44323a6d-45b9-4064-a505-8c295ba678b9,pubProgress,9cf64759-6d1c-11eb-8001-3cfdfe547920,STREAM,0,34092,0,1
1613125524.1055954,34690c03-9036-47dc-8a44-73d080efe69f,pubProgress,9cf64759-6d1c-11eb-8001-3cfdfe547920,STREAM,0,34092,0,1
1613125524.1362243,f601505b-f696-4e64-972a-469e011a5552,pubProgress,9cf64759-6d1c-11eb-8001-3cfdfe547920,STREAM,0,34092,0,1
1613125524.1719575,66eaa7e0-a558-48ad-b2f2-6688f4986c6a,pubProgress,9cf64759-6d1c-11eb-8001-3cfdfe547920,STREAM,0,34092,0,1
1613125524.2067897,fd9ec0fd-8b87-41d6-96e1-a8cc1c5c226a,pubProgress,9cf64759-6d1c-11eb-8001-3cfdfe547920,STREAM,0,34092,0,1
1613125524.2465227,38959424-e9b9-4370-95f3-9f5d6623fcb2,pubProgress,9cf64759-6d1c-11eb-8001-3cfdfe547920,STREAM,0,34092,0,1
1613125524.2795417,59fbca99-7656-4e2d-bd4b-1604b879d634,pubProgress,9cf64759-6d1c-11eb-8001-3cfdfe547920,STREAM,0,34092,0,1
1613125524.3152668,1db8cbb4-33d7-49d7-9997-e901b361a022,pubProgress,9cf64759-6d1c-11eb-8001-3cfdfe547920,STREAM,0,34092,0,1
1613125524.3504655,4efe1d48-7c9f-4330-8177-6a9aae436a1d,pubProgress,9cf64759-6d1c-11eb-8001-3cfdfe547920,STREAM,0,34092,0,1
1613125524.3823006,5f589afb-6237-4b37-b1b7-80866f25c072,pubProgress,9cf64759-6d1c-11eb-8001-3cfdfe547920,STREAM,0,34092,0,1
1613125524.4185195,5a7a4859-bb62-48bc-8118-ba6e78ef394f,pubProgress,9cf64759-6d1c-11eb-8001-3cfdfe547920,STREAM,0,34092,0,1
1613125524.4548614,49233554-a039-49cb-a82e-cde0f567a00e,pubProgress,9cf64759-6d1c-11eb-8001-3cfdfe547920,STREAM,0,34092,0,1
1613125524.4831824,7369d1d1-f923-4a1f-9071-4cb393d1f151,pubProgress,9cf64759-6d1c-11eb-8001-3cfdfe547920,STREAM,0,34092,0,1
1613125524.5175087,fc70679e-f537-494d-b6b2-bce0854616a3,pubProgress,9cf64759-6d1c-11eb-8001-3cfdfe547920,STREAM,0,34092,0,1
1613125524.5506036,72776eb6-505f-44ca-bfb4-526f3d5b5893,pubProgress,9cf64759-6d1c-11eb-8001-3cfdfe547920,STREAM,0,34092,0,1
1613125524.5790532,cdec128c-f0de-4a53-974c-86a442845370,pubProgress,9cf64759-6d1c-11eb-8001-3cfdfe547920,STREAM,0,34092,0,1
1613125524.6141276,6f19bd8d-9978-4256-8da5-35d7ffe06849,pubProgress,9cf64759-6d1c-11eb-8001-3cfdfe547920,STREAM,0,34092,0,1
1613125524.6471837,1d21c950-91fd-4363-b955-3848a76987d0,pubProgress,9cf64759-6d1c-11eb-8001-3cfdfe547920,STREAM,0,34092,0,1
1613125524.6763628,e38f9007-86c8-48d7-986a-bbcb5c2bd9c1,pubProgress,9cf64759-6d1c-11eb-8001-3cfdfe547920,STREAM,0,34092,0,1
1613125524.7354658,8f7d382a-cd7a-4b91-96fb-229f3cf4c56a,pubProgress,9cf64759-6d1c-11eb-8001-3cfdfe547920,STREAM,0,34092,0,1
1613125524.759104,1fb249c1-8a4e-439e-b3cd-d1de431857c8,pubProgress,9cf64759-6d1c-11eb-8001-3cfdfe547920,STREAM,0,34092,0,1
1613125524.7945943,c6a8a390-2f70-4f81-b534-d7a8edc5c7b8,pubProgress,9cf64759-6d1c-11eb-8001-3cfdfe547920,STREAM,0,34092,0,1
1613125524.8246238,4602b0a5-eec4-482d-b0b3-304b67652567,pubProgress,9cf64759-6d1c-11eb-8001-3cfdfe547920,STREAM,0,34092,0,1
1613125524.8559713,bb2d2d41-fe97-453e-91f3-7800e380162f,pubProgress,9cf64759-6d1c-11eb-8001-3cfdfe547920,STREAM,0,34092,0,1
1613125524.8858533,12f9bcba-8228-4fd1-b9f4-aac2673add26,pubProgress,9cf64759-6d1c-11eb-8001-3cfdfe547920,STREAM,0,34092,0,1
1613125524.9184444,a91ecc31-2423-475f-9223-ea28882d48a0,pubProgress,9cf64759-6d1c-11eb-8001-3cfdfe547920,STREAM,0,34092,0,1
1613125524.9457657,145be917-9e2f-49ae-a198-8750208c09d6,pubProgress,9cf64759-6d1c-11eb-8001-3cfdfe547920,STREAM,0,34092,0,1
1613125524.9787471,bf8896c1-c92e-42ea-b372-4c4217a69d9e,pubProgress,9cf64759-6d1c-11eb-8001-3cfdfe547920,STREAM,0,34092,0,1
1613125525.011039,4c9cd42e-05ff-4f70-adcf-716a25fb389d,pubProgress,9cf64759-6d1c-11eb-8001-3cfdfe547920,STREAM,0,34092,0,1
1613125525.0402155,3230e8e0-6efe-4283-8ddb-2d6fb5b36328,pubProgress,9cf64759-6d1c-11eb-8001-3cfdfe547920,STREAM,0,34092,0,1
1613125525.0748656,7bd9c37b-a2a2-49b2-a16b-4a3669d8dfaf,pubProgress,9cf64759-6d1c-11eb-8001-3cfdfe547920,STREAM,0,34092,0,1
1613125525.1048052,4d5c11c5-1fd5-4f99-a409-9fdf4ada030d,pubProgress,9cf64759-6d1c-11eb-8001-3cfdfe547920,STREAM,0,34092,0,1
1613125525.1330886,a1dafe60-0db0-4b2c-bbde-0ca8fafd195e,pubProgress,9cf64759-6d1c-11eb-8001-3cfdfe547920,STREAM,0,34092,0,1
1613125525.1675742,75da2f88-3df5-42bd-9e35-f8c6f99e5dcd,pubProgress,9cf64759-6d1c-11eb-8001-3cfdfe547920,STREAM,0,34092,0,1
1613125525.1975133,8f2c7306-34c0-4130-ab88-104b47b39360,pubProgress,9cf64759-6d1c-11eb-8001-3cfdfe547920,STREAM,0,34092,0,1
1613125525.2254496,b3587edb-5494-42a9-8012-5ebd1f023140,pubProgress,9cf64759-6d1c-11eb-8001-3cfdfe547920,STREAM,0,34092,0,1
1613125525.318879,784b6bb1-6f2d-4a2d-a8b8-53b975d10ff6,pubProgress,9cf64759-6d1c-11eb-8001-3cfdfe547920,STREAM,0,34092,0,1
1613125525.3396623,99a4716c-d212-4a11-8a0c-6e219f550ae8,pubProgress,9cf64759-6d1c-11eb-8001-3cfdfe547920,STREAM,0,34092,0,1
1613125525.381654,46148d1d-4bf8-4ba6-b2e6-a50f99134665,pubProgress,9cf64759-6d1c-11eb-8001-3cfdfe547920,STREAM,0,34092,0,1
1613125525.4145615,fdfe3a24-ba7d-493e-bbde-9c98e248577a,pubProgress,9cf64759-6d1c-11eb-8001-3cfdfe547920,STREAM,0,34092,0,1
1613125525.4478765,5aace824-838f-4e86-8674-a67b26735753,pubProgress,9cf64759-6d1c-11eb-8001-3cfdfe547920,STREAM,0,34092,0,1
1613125525.4807866,37a5f12f-69f8-4f43-9be2-511f412e7790,pubProgress,9cf64759-6d1c-11eb-8001-3cfdfe547920,STREAM,0,34092,0,1
1613125525.5104756,9853aa5d-4b37-45fd-845d-c2376a33d5b0,pubProgress,9cf64759-6d1c-11eb-8001-3cfdfe547920,STREAM,0,34092,0,1
1613125525.547376,a5a3fa21-585d-419e-ad20-515fe45ee449,pubProgress,9cf64759-6d1c-11eb-8001-3cfdfe547920,STREAM,0,34092,0,1
1613125525.5772913,66f6d21e-de46-44a0-9ad7-736b0e5b49a7,pubProgress,9cf64759-6d1c-11eb-8001-3cfdfe547920,STREAM,0,34092,0,1
1613125525.6109903,22559ab1-b829-489a-8deb-f6a04bedd657,pubProgress,9cf64759-6d1c-11eb-8001-3cfdfe547920,STREAM,0,34092,0,1
1613125525.6432834,1ad76624-2ec3-422f-b9c1-6d219b20d08c,pubProgress,9cf64759-6d1c-11eb-8001-3cfdfe547920,STREAM,0,34092,0,1
1613125525.6713207,5f966b40-c0a8-42e9-b36f-2a6593635a33,pubProgress,9cf64759-6d1c-11eb-8001-3cfdfe547920,STREAM,0,34092,0,1
1613125525.7059588,bedb2651-f604-414d-819a-56c7317e63ca,pubProgress,9cf64759-6d1c-11eb-8001-3cfdfe547920,STREAM,0,34092,0,1
1613125525.7372038,c2a639ae-dac8-454e-b17c-d0e48d83fdbe,pubProgress,9cf64759-6d1c-11eb-8001-3cfdfe547920,STREAM,0,34092,0,1
1613125525.764961,91a34154-ece2-4eff-b77c-8a75d9232ef4,pubProgress,9cf64759-6d1c-11eb-8001-3cfdfe547920,STREAM,0,34092,0,1
1613125525.7983751,b5203ebd-f242-4430-bb75-fe5088935a8c,pubProgress,9cf64759-6d1c-11eb-8001-3cfdfe547920,STREAM,0,34092,0,1
1613125525.8303094,a48c36ab-4950-440c-9d72-5a8ea774d51c,pubProgress,9cf64759-6d1c-11eb-8001-3cfdfe547920,STREAM,0,34092,0,1
1613125525.8596857,e51470dd-3dfe-4e28-bbf1-2e0d678dcf03,pubProgress,9cf64759-6d1c-11eb-8001-3cfdfe547920,STREAM,0,34092,0,1
1613125525.8940508,90dcd109-ab38-4dc9-842f-1018276c8ea3,pubProgress,9cf64759-6d1c-11eb-8001-3cfdfe547920,STREAM,0,34092,0,1
1613125525.9256191,f60b4d08-b3a3-4a8a-842d-872c053fb685,pubProgress,9cf64759-6d1c-11eb-8001-3cfdfe547920,STREAM,0,34092,0,1
1613125525.9540765,6cc92dc4-613f-4f49-8986-ff8082e31344,pubProgress,9cf64759-6d1c-11eb-8001-3cfdfe547920,STREAM,0,34092,0,1
1613125525.983606,677d0278-26e0-482c-9a1d-a6819afaa62e,pubProgress,9cf64759-6d1c-11eb-8001-3cfdfe547920,STREAM,0,34092,0,1
1613125526.021082,5d15e1ba-1c04-490b-8215-12b261f0fbf2,pubProgress,9cf64759-6d1c-11eb-8001-3cfdfe547920,STREAM,0,34092,0,1
1613125526.0493903,888d93aa-b0ed-45fe-a756-5707206a0875,pubProgress,9cf64759-6d1c-11eb-8001-3cfdfe547920,STREAM,0,34092,0,1
1613125526.0831966,9eb29fb6-a4a6-4820-9e08-059fa2113548,pubProgress,9cf64759-6d1c-11eb-8001-3cfdfe547920,STREAM,0,34092,0,1
1613125526.1150746,846b8465-95d5-4af3-b140-5c07aaeb8ec9,pubProgress,9cf64759-6d1c-11eb-8001-3cfdfe547920,STREAM,0,34092,0,1
1613125526.1442077,0999035e-8aad-4cc3-ab68-819729040cfc,pubProgress,9cf64759-6d1c-11eb-8001-3cfdfe547920,STREAM,0,34092,0,1
1613125526.1780818,8404d8be-8a2e-4f98-8f5e-255747bab093,pubProgress,9cf64759-6d1c-11eb-8001-3cfdfe547920,STREAM,0,34092,0,1
1613125526.208174,05a39f98-1d78-4352-9448-63d62a43426d,pubProgress,9cf64759-6d1c-11eb-8001-3cfdfe547920,STREAM,0,34092,0,1
1613125526.2400467,766a0723-b555-40e9-8aeb-2d19aeddb487,pubProgress,9cf64759-6d1c-11eb-8001-3cfdfe547920,STREAM,0,34092,0,1
1613125526.2714283,47f7ba41-2e24-49ce-9539-6a05f1dc64f0,pubProgress,9cf64759-6d1c-11eb-8001-3cfdfe547920,STREAM,0,34092,0,1
1613125526.3049474,500ebfd6-d02a-47ba-937a-dc3195dd2d42,pubProgress,9cf64759-6d1c-11eb-8001-3cfdfe547920,STREAM,0,34092,0,1
1613125526.3332276,a7d480e7-d66b-46d9-afb0-3f7e7ba5f409,pubProgress,9cf64759-6d1c-11eb-8001-3cfdfe547920,STREAM,0,34092,0,1
1613125526.3666394,d3ce93f1-f6d5-40b6-95d0-ba71542dca34,pubProgress,9cf64759-6d1c-11eb-8001-3cfdfe547920,STREAM,0,34092,0,1
1613125526.3992817,18ebea68-0941-472f-aa22-9617c61ffab0,pubProgress,9cf64759-6d1c-11eb-8001-3cfdfe547920,STREAM,0,34092,0,1
1613125526.4324365,658131eb-d917-431c-a09c-fc159a5c446e,pubProgress,9cf64759-6d1c-11eb-8001-3cfdfe547920,STREAM,0,34092,0,1
1613125526.467304,9998c89c-d8c4-4b87-9c62-702d0158d99c,pubProgress,9cf64759-6d1c-11eb-8001-3cfdfe547920,STREAM,0,34092,0,1
1613125526.500021,f1bfa5ad-ca19-4732-b878-eb0f527d1f79,pubProgress,9cf64759-6d1c-11eb-8001-3cfdfe547920,STREAM,0,34092,0,1
1613125526.5359771,055b71a5-b63f-45fa-87fe-79bb24524fdd,pubProgress,9cf64759-6d1c-11eb-8001-3cfdfe547920,STREAM,0,34092,0,1
1613125526.5699565,aed01b30-3ca7-48c4-a2d7-a5aebfd4b01f,pubProgress,9cf64759-6d1c-11eb-8001-3cfdfe547920,STREAM,0,34092,0,1
1613125526.6010501,df74bb34-0460-4053-9aa3-5cd281323311,pubProgress,9cf64759-6d1c-11eb-8001-3cfdfe547920,STREAM,0,34092,0,1
1613125526.629412,87879a16-7d4f-4ffa-af8f-cb4407b1c4be,pubProgress,9cf64759-6d1c-11eb-8001-3cfdfe547920,STREAM,0,34092,0,1
1613125526.6634378,5d2609d1-8f94-4c74-a5d2-b21ca988620b,pubProgress,9cf64759-6d1c-11eb-8001-3cfdfe547920,STREAM,0,34092,0,1
1613125526.6935515,37d0315d-18e7-4668-98b4-2ba678875f8e,pubProgress,9cf64759-6d1c-11eb-8001-3cfdfe547920,STREAM,0,34092,0,1
1613125526.7222545,58876dde-3fda-47f6-b1dc-949e8cf35077,pubProgress,9cf64759-6d1c-11eb-8001-3cfdfe547920,STREAM,0,34092,0,1
1613125526.7546685,3da58897-c38a-43c6-828f-f13938be79ba,pubProgress,9cf64759-6d1c-11eb-8001-3cfdfe547920,STREAM,0,34092,0,1
1613125526.78937,89576578-f63d-4221-b252-1e80efdf0e63,pubProgress,9cf64759-6d1c-11eb-8001-3cfdfe547920,STREAM,0,34092,0,1
1613125526.8181038,e7bbd69e-bfd1-4a00-9635-075ab7f67e32,pubProgress,9cf64759-6d1c-11eb-8001-3cfdfe547920,STREAM,0,34092,0,1
1613125526.8514926,91227c0c-3a7b-4842-8df3-b918253ba36e,pubProgress,9cf64759-6d1c-11eb-8001-3cfdfe547920,STREAM,0,34092,0,1
1613125526.8834288,4e37d5fe-999a-4c48-ae0a-6853979489f1,pubProgress,9cf64759-6d1c-11eb-8001-3cfdfe547920,STREAM,0,34092,0,1
1613125526.9127486,c7ccd72d-0594-4882-bf8c-18fa7b06c872,pubProgress,9cf64759-6d1c-11eb-8001-3cfdfe547920,STREAM,0,34092,0,1
1613125526.9468648,f4ad6a6f-640b-44eb-9666-fdefd795a372,pubProgress,9cf64759-6d1c-11eb-8001-3cfdfe547920,STREAM,0,34092,0,1
1613125526.978904,db057e79-f1b2-4555-89e3-6717a7a72b9a,pubProgress,9cf64759-6d1c-11eb-8001-3cfdfe547920,STREAM,0,34092,0,1
