cmd,retcode,elapsed.time,system.time,user.time,cpu.share,avg.mem,avg.rss,max.rss,avg.data,avg.text,avg.stack,page.size,major.page.faults,minor.page.faults,swaps,fs.inputs,fs.outputs,sock.rcvd,sock.sent,signals,time.ctx.switch,io.ctx.switch
"/opt/libexec/runners/controller.py -- stream_c",0,427.83,11.45,38.98,11%,0,0,212236,0,0,0,4096,0,66599,0,0,5152,0,0,0,5408,165853
