cmd,retcode,elapsed.time,system.time,user.time,cpu.share,avg.mem,avg.rss,max.rss,avg.data,avg.text,avg.stack,page.size,major.page.faults,minor.page.faults,swaps,fs.inputs,fs.outputs,sock.rcvd,sock.sent,signals,time.ctx.switch,io.ctx.switch
"/opt/libexec/runners/identification.py --enable-libnrm /opt/stairs-20sec.yaml -- stream_c",0,196.85,6.96,22.97,15%,0,0,261076,0,0,0,4096,1,79216,0,64,3040,0,0,0,3698,118904
