msg.timestamp,msg.id,msg.type,sensor.cmd,sensor.task,sensor.rank,sensor.pid,sensor.tid,sensor.value
1613149356.2345164,d931ff77-4534-41eb-863c-7cfa26e2767b,pubProgress,19bcea77-6d54-11eb-8001-3cfdfe54c858,STREAM,0,12791,0,1
1613149356.459769,99c4dd0b-eda9-44e2-a9dd-c95393a4a030,pubProgress,19bcea77-6d54-11eb-8001-3cfdfe54c858,STREAM,0,12791,0,1
1613149356.6012404,50008231-88b5-4767-a505-6eb8d80efaf1,pubProgress,19bcea77-6d54-11eb-8001-3cfdfe54c858,STREAM,0,12791,0,1
1613149356.6508982,71c72e6b-0ac6-49f9-b61a-bc524289bdf5,pubProgress,19bcea77-6d54-11eb-8001-3cfdfe54c858,STREAM,0,12791,0,1
1613149356.6778939,a0003017-9668-4d97-b1bf-b64c5b07a954,pubProgress,19bcea77-6d54-11eb-8001-3cfdfe54c858,STREAM,0,12791,0,1
1613149356.7044246,22ce9e8b-a645-43ae-86d0-716a2cb00f3d,pubProgress,19bcea77-6d54-11eb-8001-3cfdfe54c858,STREAM,0,12791,0,1
1613149356.731267,9408599d-ccc7-48f6-8c9d-9e25f785132e,pubProgress,19bcea77-6d54-11eb-8001-3cfdfe54c858,STREAM,0,12791,0,1
1613149356.7574937,b50ee03e-4b1e-4b4a-a190-23221a5b5fb4,pubProgress,19bcea77-6d54-11eb-8001-3cfdfe54c858,STREAM,0,12791,0,1
1613149356.7841058,c37c7a70-a93e-492f-b46c-a6fb29e1fa2f,pubProgress,19bcea77-6d54-11eb-8001-3cfdfe54c858,STREAM,0,12791,0,1
1613149356.8119636,148e3b9f-ac71-4efe-90f0-f3fb3f787f3c,pubProgress,19bcea77-6d54-11eb-8001-3cfdfe54c858,STREAM,0,12791,0,1
1613149356.8382409,b3894fa3-1c54-4330-ba2e-3b2d9ea7e860,pubProgress,19bcea77-6d54-11eb-8001-3cfdfe54c858,STREAM,0,12791,0,1
1613149356.8646772,a9113cce-3ef7-430f-b0c7-a37c6477e173,pubProgress,19bcea77-6d54-11eb-8001-3cfdfe54c858,STREAM,0,12791,0,1
1613149356.8912766,fc4bb91e-5464-4871-bdb9-0d21adf409cd,pubProgress,19bcea77-6d54-11eb-8001-3cfdfe54c858,STREAM,0,12791,0,1
1613149356.9170792,d7285fdb-db5e-4aca-8f61-2b8d7274e431,pubProgress,19bcea77-6d54-11eb-8001-3cfdfe54c858,STREAM,0,12791,0,1
1613149356.9453998,99f6add5-5d8e-48b0-b90a-ab75346406a9,pubProgress,19bcea77-6d54-11eb-8001-3cfdfe54c858,STREAM,0,12791,0,1
1613149356.9723315,89fb2aab-b984-410d-a163-419e4244f585,pubProgress,19bcea77-6d54-11eb-8001-3cfdfe54c858,STREAM,0,12791,0,1
1613149356.998619,3ba7fcc0-79a8-4716-b3b5-77900eb5a9c5,pubProgress,19bcea77-6d54-11eb-8001-3cfdfe54c858,STREAM,0,12791,0,1
1613149357.0270565,efb8156c-6fe0-4ea0-9598-907873a55eb9,pubProgress,19bcea77-6d54-11eb-8001-3cfdfe54c858,STREAM,0,12791,0,1
1613149357.0530136,8ee161f6-4176-478a-a19d-7514f21d6711,pubProgress,19bcea77-6d54-11eb-8001-3cfdfe54c858,STREAM,0,12791,0,1
1613149357.0804331,e6d52af0-12f1-4a68-bd4b-fedd7a7fd0a1,pubProgress,19bcea77-6d54-11eb-8001-3cfdfe54c858,STREAM,0,12791,0,1
