cmd,retcode,elapsed.time,system.time,user.time,cpu.share,avg.mem,avg.rss,max.rss,avg.data,avg.text,avg.stack,page.size,major.page.faults,minor.page.faults,swaps,fs.inputs,fs.outputs,sock.rcvd,sock.sent,signals,time.ctx.switch,io.ctx.switch
Command terminated by signal 6
"/opt/libexec/runners/identification.py /opt/static-characteristic-40-5-120/step_40.yaml -- stream_c",0,29.53,0.75,3.15,13%,0,0,185168,0,0,0,4096,0,19441,0,0,128,0,0,0,102,8391
